Quantity,datetime
62,2018.7917808219179
43,2018.7917808219179
93,2018.7917808219179
57,2018.7917808219179
39,2018.7917808219179
51,2018.7917808219179
21,2018.8082191780823
42,2018.8082191780823
40,2018.8082191780823
12,2018.8082191780823
92,2018.813698630137
38,2018.813698630137
52,2018.813698630137
42,2018.813698630137
47,2018.8301369863013
19,2018.8301369863013
31,2018.8301369863013
51,2018.8301369863013
78,2018.8301369863013
92,2018.8328767123287
12,2018.849315068493
53,2018.849315068493
53,2018.849315068493
31,2018.849315068493
20,2018.849315068493
20,2018.849315068493
61,2018.8657534246574
27,2018.8657534246574
85,2018.8657534246574
18,2018.8657534246574
33,2018.868493150685
100,2018.868493150685
47,2018.8849315068494
37,2018.8849315068494
59,2018.8849315068494
27,2018.8849315068494
22,2018.8849315068494
40,2018.8849315068494
30,2018.9013698630138
94,2018.9041095890411
63,2018.9041095890411
39,2018.9041095890411
31,2018.9041095890411
85,2018.9041095890411
41,2018.9068493150685
41,2018.9068493150685
47,2018.9095890410958
94,2018.9095890410958
17,2018.9123287671232
40,2018.9205479452055
43,2018.9232876712329
87,2018.9232876712329
16,2018.9232876712329
32,2018.9232876712329
20,2018.9287671232876
71,2018.9315068493152
26,2018.9397260273972
47,2018.9397260273972
16,2018.945205479452
51,2018.945205479452
58,2018.945205479452
40,2018.945205479452
8,2018.945205479452
40,2018.9616438356165
33,2018.964383561644
34,2018.964383561644
22,2018.964383561644
45,2018.964383561644
87,2018.964383561644
35,2018.986301369863
15,2019.0054794520547
61,2019.0054794520547
23,2019.0054794520547
23,2019.0082191780823
40,2019.0191780821917
50,2019.0191780821917
42,2019.0191780821917
73,2019.0191780821917
75,2019.0246575342467
40,2019.027397260274
25,2019.0438356164384
30,2019.0438356164384
78,2019.0438356164384
28,2019.0438356164384
51,2019.0438356164384
37,2019.0438356164384
34,2019.0438356164384
25,2019.0465753424658
15,2019.0493150684931
40,2019.0493150684931
23,2019.0849315068492
10,2019.0958904109589
87,2019.0958904109589
43,2019.0958904109589
39,2019.0958904109589
72,2019.1205479452055
81,2019.1205479452055
41,2019.1205479452055
69,2019.1205479452055
48,2019.1205479452055
42,2019.1205479452055
20,2019.123287671233
92,2019.123287671233
44,2019.123287671233
15,2019.123287671233
42,2019.123287671233
86,2019.123287671233
27,2019.123287671233
78,2019.123287671233
87,2019.123287671233
76,2019.123287671233
82,2019.123287671233
10,2019.1534246575343
43,2019.1561643835616
60,2019.1561643835616
22,2019.1561643835616
24,2019.1561643835616
21,2019.1561643835616
59,2019.1561643835616
45,2019.1561643835616
63,2019.1561643835616
78,2019.1561643835616
30,2019.158904109589
6,2019.158904109589
89,2019.158904109589
40,2019.2
10,2019.2328767123288
22,2019.2356164383561
22,2019.2356164383561
58,2019.2356164383561
43,2019.2356164383561
38,2019.6109589041096
47,2019.613698630137
54,2019.613698630137
43,2019.613698630137
30,2019.613698630137
33,2019.6164383561643
70,2019.6219178082192
37,2019.6219178082192
28,2019.6219178082192
61,2019.6219178082192
38,2019.6356164383562
13,2019.6301369863013
35,2019.6301369863013
15,2018.4986301369863
76,2018.4986301369863
19,2018.5013698630137
49,2018.5068493150684
75,2018.5068493150684
52,2018.5068493150684
12,2018.509589041096
22,2018.517808219178
75,2018.517808219178
50,2018.517808219178
100,2018.517808219178
29,2018.5232876712328
71,2018.5232876712328
58,2018.5232876712328
32,2018.5232876712328
96,2018.5369863013698
65,2018.5369863013698
58,2018.5369863013698
45,2018.5424657534247
71,2018.5424657534247
38,2018.5424657534247
47,2018.5424657534247
87,2018.545205479452
73,2018.5479452054794
25,2018.5479452054794
81,2018.5479452054794
35,2018.5479452054794
15,2018.558904109589
100,2018.5616438356165
27,2018.5616438356165
39,2018.5616438356165
70,2018.5616438356165
13,2018.5643835616438
74,2018.5671232876712
37,2018.5671232876712
40,2018.5671232876712
86,2018.5753424657535
41,2018.5780821917808
62,2018.5808219178082
41,2018.5780821917808
61,2018.5780821917808
26,2018.5780821917808
71,2018.5780821917808
66,2018.5780821917808
89,2018.5780821917808
79,2018.5808219178082
83,2018.5863013698631
64,2018.5863013698631
62,2018.5863013698631
89,2018.5863013698631
2,2018.5863013698631
79,2018.5945205479452
10,2018.5972602739726
69,2018.6
66,2018.6
82,2018.6
91,2018.6
89,2018.6
8,2018.6
8,2018.6
73,2018.6054794520549
98,2018.6054794520549
21,2018.613698630137
70,2018.613698630137
32,2018.613698630137
41,2018.613698630137
48,2018.613698630137
55,2018.6191780821919
24,2018.6191780821919
40,2018.6191780821919
27,2018.6191780821919
58,2018.6191780821919
66,2018.6246575342466
36,2018.6246575342466
46,2018.6246575342466
33,2018.6246575342466
79,2018.6246575342466
47,2018.6328767123289
12,2018.6356164383562
40,2018.6383561643836
76,2018.6383561643836
4,2018.641095890411
91,2018.6438356164383
35,2018.6438356164383
30,2018.6438356164383
38,2018.6438356164383
59,2018.6438356164383
86,2018.6438356164383
87,2018.6520547945206
17,2018.654794520548
89,2018.6575342465753
47,2018.6602739726027
35,2018.66301369863
17,2018.66301369863
69,2018.66301369863
44,2018.676712328767
66,2018.676712328767
34,2018.676712328767
11,2018.676712328767
5,2018.6794520547944
100,2018.6794520547944
12,2018.682191780822
69,2018.6931506849314
27,2018.695890410959
29,2018.695890410959
92,2018.695890410959
31,2019.0438356164384
68,2018.986301369863
85,2018.9890410958903
68,2018.9890410958903
54,2018.9890410958903
35,2018.9890410958903
35,2018.9890410958903
74,2018.5424657534247
60,2018.5260273972603
84,2018.5260273972603
64,2018.5260273972603
56,2018.5643835616438
70,2018.5643835616438
84,2019.6986301369864
70,2018.6438356164383
47,2018.676712328767
41,2018.676712328767
96,2018.676712328767
48,2018.6931506849314
96,2018.6931506849314
48,2018.6931506849314
56,2018.6794520547944
63,2019.386301369863
39,2018.9698630136986
31,2019.0109589041097
33,2019.2191780821918
47,2019.0109589041097
59,2019.027397260274
33,2019.123287671233
61,2019.1534246575343
60,2019.13698630137
12,2019.13698630137
96,2019.172602739726
42,2019.1808219178083
84,2019.986301369863
42,2019.2
96,2019.2575342465752
32,2019.2547945205479
7,2019.2575342465752
69,2019.2575342465752
80,2019.2794520547945
51,2019.2794520547945
84,2019.2794520547945
100,2019.3150684931506
41,2019.386301369863
81,2019.7123287671234
100,2019.3150684931506
56,2019.3342465753424
55,2019.3342465753424
69,2019.3342465753424
70,2019.4109589041095
51,2019.6657534246576
50,2019.7150684931507
47,2020.0630136986301
61,2019.3342465753424
67,2019.3342465753424
72,2019.372602739726
86,2019.3945205479451
32,2019.4109589041095
64,2019.4219178082192
100,2019.4301369863015
10,2019.441095890411
84,2019.4438356164383
55,2019.4465753424658
48,2019.4465753424658
61,2019.4657534246576
37,2019.6383561643836
65,2019.6986301369864
70,2020.2328767123288
96,2018.5260273972603
25,2018.5260273972603
17,2018.5260273972603
71,2018.558904109589
51,2018.5671232876712
66,2018.5671232876712
52,2018.5671232876712
44,2018.5671232876712
76,2018.5671232876712
26,2018.613698630137
28,2018.6575342465753
74,2018.9506849315069
24,2018.9506849315069
56,2019.027397260274
28,2019.027397260274
13,2019.027397260274
22,2019.0657534246575
90,2019.0657534246575
60,2019.0657534246575
59,2019.0657534246575
52,2019.0684931506848
48,2019.1342465753426
72,2019.1342465753426
69,2019.1342465753426
85,2019.1342465753426
59,2019.2
46,2019.213698630137
45,2019.2383561643835
45,2019.3534246575343
40,2019.2547945205479
75,2019.2547945205479
26,2019.2602739726028
22,2019.3534246575343
12,2019.3534246575343
56,2019.3890410958904
56,2019.4246575342465
36,2019.3945205479451
14,2018.5260273972603
24,2018.5260273972603
67,2018.6328767123289
60,2018.6328767123289
45,2018.6328767123289
30,2018.6328767123289
98,2018.6328767123289
69,2018.6328767123289
96,2018.6328767123289
48,2018.6328767123289
69,2018.6328767123289
61,2018.6794520547944
48,2018.9698630136986
18,2019.1068493150685
96,2019.1616438356164
48,2019.1616438356164
16,2019.1835616438357
27,2019.1835616438357
42,2019.2164383561644
96,2019.2931506849316
80,2018.5835616438355
80,2018.5835616438355
39,2019.027397260274
36,2019.172602739726
55,2019.2191780821918
26,2019.2383561643835
63,2019.2547945205479
99,2018.545205479452
20,2019.2328767123288
64,2019.2328767123288
96,2019.0958904109589
96,2019.123287671233
70,2019.2383561643835
67,2019.295890410959
70,2018.5671232876712
35,2018.682191780822
74,2018.7972602739726
55,2018.86301369863
80,2018.86301369863
100,2018.8657534246574
44,2018.6602739726027
60,2018.6739726027397
100,2018.690410958904
45,2018.7917808219179
67,2018.7945205479452
46,2018.8246575342466
66,2018.986301369863
85,2019.0082191780823
47,2019.0821917808219
94,2018.6054794520549
39,2018.6520547945206
46,2018.9890410958903
48,2018.5013698630137
22,2018.5260273972603
87,2018.5397260273974
26,2018.558904109589
20,2018.5643835616438
76,2018.5835616438355
42,2018.6246575342466
81,2018.654794520548
55,2018.6739726027397
37,2018.6739726027397
22,2018.66301369863
66,2018.6794520547944
62,2018.7369863013698
50,2019.0657534246575
72,2019.2575342465752
83,2018.5424657534247
60,2018.545205479452
80,2018.545205479452
28,2018.558904109589
39,2018.558904109589
20,2018.6575342465753
64,2018.6575342465753
50,2018.6602739726027
12,2018.6986301369864
79,2018.849315068493
84,2019.0301369863014
100,2019.13698630137
45,2019.172602739726
77,2019.2
100,2019.2
60,2019.2
48,2019.2
48,2019.2
79,2019.7671232876712
99,2019.2547945205479
68,2019.2493150684932
68,2019.2493150684932
46,2019.2493150684932
90,2019.2767123287672
75,2018.545205479452
97,2018.964383561644
20,2019.0493150684931
25,2018.509589041096
25,2018.509589041096
25,2018.509589041096
25,2018.509589041096
54,2018.4986301369863
40,2019.4082191780822
40,2019.4082191780822
40,2019.4082191780822
40,2019.4082191780822
40,2019.4082191780822
84,2019.4082191780822
84,2019.4082191780822
84,2019.4082191780822
84,2019.4082191780822
84,2019.4082191780822
30,2019.386301369863
25,2018.695890410959
97,2018.5972602739726
17,2018.676712328767
18,2019.2575342465752
96,2019.2575342465752
24,2018.6575342465753
18,2018.6575342465753
24,2019.0109589041097
32,2019.172602739726
33,2019.2
24,2019.3534246575343
60,2018.5068493150684
45,2018.517808219178
25,2018.5205479452054
15,2018.517808219178
30,2018.5205479452054
60,2018.5397260273974
25,2018.5260273972603
40,2018.545205479452
75,2018.5561643835617
75,2018.558904109589
40,2018.5643835616438
26,2018.5643835616438
79,2018.5643835616438
45,2018.5780821917808
50,2018.5835616438355
60,2018.5945205479452
56,2018.5972602739726
100,2018.5972602739726
21,2018.6027397260275
40,2018.6027397260275
75,2018.6054794520549
85,2018.6164383561643
27,2018.6219178082192
15,2018.6219178082192
20,2018.6356164383562
60,2018.641095890411
35,2018.654794520548
80,2018.6602739726027
15,2018.6739726027397
20,2018.6739726027397
70,2018.6739726027397
79,2018.6986301369864
90,2018.7123287671234
30,2018.717808219178
52,2018.7205479452055
65,2018.731506849315
25,2018.7369863013698
25,2018.7506849315068
30,2018.7561643835616
30,2018.7589041095891
35,2018.7698630136986
65,2018.7890410958903
54,2018.7890410958903
40,2018.805479452055
35,2018.8082191780823
40,2018.813698630137
20,2018.827397260274
15,2018.8328767123287
40,2018.8465753424657
42,2018.849315068493
45,2018.8657534246574
30,2018.8712328767124
25,2018.8849315068494
25,2018.9041095890411
31,2018.9095890410958
10,2018.9095890410958
30,2018.9232876712329
30,2018.9232876712329
25,2018.9287671232876
20,2018.9616438356165
20,2018.9671232876713
2,2018.6794520547944
6,2018.695890410959
20,2018.7342465753425
7,2018.7561643835616
11,2018.7561643835616
3,2018.7917808219179
9,2018.8082191780823
5,2019.0958904109589
54,2019.1041095890412
5,2019.123287671233
26,2019.123287671233
37,2019.1424657534246
84,2019.1561643835616
2,2019.158904109589
28,2019.6219178082192
93,2019.6356164383562
80,2018.517808219178
20,2018.5424657534247
26,2018.5479452054794
21,2018.5616438356165
70,2018.5671232876712
35,2018.5780821917808
13,2018.6
53,2018.6575342465753
26,2018.695890410959
89,2018.986301369863
85,2018.986301369863
60,2019.027397260274
60,2019.0493150684931
8,2019.0493150684931
50,2019.13698630137
60,2019.2575342465752
80,2019.3945205479451
80,2018.5643835616438
90,2018.5643835616438
84,2018.5643835616438
30,2019.2219178082191
32,2019.3945205479451
75,2018.8520547945207
5,2019.1780821917807
5,2019.2904109589042
3,2019.5808219178082
3,2019.827397260274
5,2019.827397260274
5,2020.0821917808219
15,2020.172602739726
21,2019.8027397260273
28,2020.0849315068492
42,2019.8027397260273
5,2019.1780821917807
5,2019.2904109589042
6,2019.468493150685
6,2019.5808219178082
6,2019.827397260274
8,2019.827397260274
6,2020.0821917808219
24,2020.172602739726
9,2019.0109589041097
25,2019.4657534246576
67,2019.4657534246576
84,2019.468493150685
25,2019.841095890411
10,2019.9671232876713
15,2018.6356164383562
21,2019.482191780822
3,2019.468493150685
4,2019.9945205479453
21,2019.482191780822
21,2019.8027397260273
5,2019.468493150685
5,2019.468493150685
4,2019.9835616438356
3,2019.9835616438356
5,2019.9835616438356
30,2019.4767123287672
100,2019.4767123287672
87,2019.805479452055
3,2019.5808219178082
3,2019.827397260274
7,2020.0821917808219
14,2020.172602739726
20,2019.4301369863015
18,2019.4657534246576
67,2019.841095890411
30,2019.9232876712329
75,2019.9287671232876
10,2019.9671232876713
13,2019.9671232876713
50,2020.0849315068492
5,2019.468493150685
17,2018.8657534246574
5,2019.2904109589042
5,2019.468493150685
7,2019.827397260274
2,2019.9945205479453
12,2019.8027397260273
3,2019.2904109589042
4,2019.468493150685
2,2019.5808219178082
2,2019.827397260274
5,2019.827397260274
5,2020.0821917808219
15,2020.172602739726
5,2019.841095890411
3,2019.9232876712329
75,2019.9287671232876
4,2019.9945205479453
5,2019.468493150685
29,2018.9945205479453
50,2019.4657534246576
29,2019.4657534246576
69,2019.4657534246576
29,2019.468493150685
58,2019.841095890411
17,2019.9287671232876
5,2019.1780821917807
3,2019.2904109589042
5,2019.827397260274
5,2020.0821917808219
15,2020.172602739726
3,2019.2904109589042
10,2019.468493150685
10,2019.482191780822
5,2019.827397260274
10,2019.964383561644
10,2019.964383561644
5,2020.0821917808219
15,2020.172602739726
50,2019.4657534246576
34,2019.4657534246576
80,2019.4657534246576
34,2019.468493150685
84,2019.841095890411
36,2019.9287671232876
4,2019.1780821917807
4,2019.827397260274
4,2020.0821917808219
12,2020.172602739726
60,2018.6356164383562
25,2019.4657534246576
60,2019.4657534246576
50,2019.841095890411
13,2019.9287671232876
11,2019.468493150685
11,2019.468493150685
9,2019.468493150685
10,2019.468493150685
11,2019.9835616438356
9,2019.9835616438356
11,2019.9835616438356
18,2019.4767123287672
